content	lable
예전에 어머니 건물 1층에서 백반집하던 전라도 아지매 생각난다ㅎ건물 주차장에 냉장고랑 식자재들 다 꺼내서 쓰고 어렵다고 해서 어머니가 사정 계속 봐줬는데 월세 2년치 밀리고 나갈때 원상복구도 안하고 쓰래기 가게 안에 다버리고 지랄남보증금에서 월세 1년치 까고 준다니까 소송건다고 개소리 지르면서 씹지랄함그래서 좆까고 밀린월세 다까고 원래 안받으려고 했던 원복비용도 다까버림.	0
앙헬 가고 싶다 빨통을 그냥 핥짝 핥짝	0
말이너무 많고 쓸데 업이난해	1
진심 세상 혼자사시네..... 갑자기 내쪽으로 걸어오시면 숨도 못 쉴 듯....	1
계란으로 바위는 못쳐도 나뭇가지 정돈 부술 수 있다	1
혼전임신이 뭐 요즘 흉도 아니고..혼수라며ㅎ 오히려 요즘 시부모들은 자식들 나이들어 결혼하다보니 불임이니 딩크족보다 차라리 낫다고 좋아하는 분위기라고 그러더라구요	1
벌린년이 나쁘냐? 꼽은놈이 나쁘냐?	0
애들 교육에 안좋을까봐 바로 채널 돌렸네요.. ^^	1
그렇게 큰죄를 지었나? 사생활 침해가 너무 심한대.!	1
난 진짜 내가 여자였다면 남자가 돈이 1조가 있더라도 나보다 작은 남자랑은 안사귐	0
슬슬 정부 씹고 대구가 잘해서 극복했다는 니우스 뿌리가 ㅎㅎㅎ	0
의사를 하려면 사람 3명은 죽어야 하다는 말이 있습니다.이말을 누구 만든지 모르지만 섭득하네요!	1
이런 해외여행육아 쓰레기 프로 폐지해라. 쓰레기 만들라고 수신료 내는 줄아야???	0
늑대 여우 코요테	1
존나 자꾸 개소리 쳐 할래? 내글에 중대 욕했노? 질 떨어지는 학교라 깠노? 왜 ㅈㄹ이야 자꾸? 너 무슨 피해의식있냐?ㅋㅋ	0
씨발 ;	0
술 마시고 싶으면 본인만 쳐 마시지 지은 죄 만큼 벌 받아라	0
이현이 보고 짜증나는거 박가원 보고 풀었는데 왜들그래	1
딸도 엄청 이쁠거 같아요 주차가족도 즐추하세요	1
민주당도 한국당도 다 사라져라. 윤석열이 무소속으로 대통령 되서 국회의원 반수로 줄여라! 그 돈만 줄여도 취약계층 몇년은 먹고살겠네. 1조 빚내서 전국민 2만원 용돈주지말고.	1
추석이있는데 무슨의미가 있겠어.	1
핀란드 하니 대사관 주차장이 떠오르네.	1
19세라 문제없고요 그럼 야동도 쳐보지마세요^^ 그냥 ㄹㅇ 공짜로 보는 벌레들이 작가가 지들 좀 무시하는 뉘앙스 풍기니 테러하는거임ㅇㅇ 진짜 도를 넘더라 나였음 못참고 고소하거나 줘팼음	0
완전 병 신 또 라 이 들 ㅇㅣ네	0
ㅈ ㅓ 분노는 ㅍ ㅔ ㅁ ㅣ 달창련들의 분노임...	0
난 여자가 매우싫다 뭐 이런걸로	0
엣날에 실력파 댄스그룹들이 그립내...노이즈 알이에프 ㄷㄷ 언제부터 갑자기 나이어린 아이돌 걸그룹창여들이 나오면서 대중가요가 망햇지	0
솔직히 인정할건해야지 한효주 개이쁨;	1
유독 한국만 지랄들하근구만 해도해도 정도껏 해라	0
솔직히 오달수는 영화로 죄값 다 갚았자나요 용서해줍시다..	1
ㅋㅋ잼잇어요 ㅋㅋㅋ	1
임영웅 질린다.똑같은 패턴에 노래	1
근데 실종이 아니고 삼촌이 사업실패하고 잠수탄거같은데... 실종이랑 잠수는 다르지...	1
전라도광주살지만 토착왜구아님)꺼져 원숭이섬으로	0
엄마한테 잘해야 해요	1
중간에 의사들커뮤니티나오는데 이국종교수 욕하는 의사 많음.. 혼자 오바한다고.. 본인들이 열심히 안하는걸 왜 저분을 욕하는지 모르겠음.	1
ㅋㅋ 존나 병신이네'돼'가 되야함 에서도 돼야함이 맞다 병신아..맞춤법 못맞추고 있으면서 지적질하는 꼬라지보소	0
축구에서 허리싸움 미드필더 중요성.. ㄷ ㄷ ㅋㅋㅋ 미드 잡으면 경기력 지배하고 볼점유율도 올리고 기회도 늘어난다	1
송종국 마누라 너무 못 생겨서 송종국이 바람 피는거다 송종국이 이쁜 여자를 좋아 하거든 지딸 지아를 좋아 하는거ㅛ도 딸이 이뻐서 좋아 하는거야‼️‼️	0
몸도 병신되고 ㅋㅋ	0
재균아 노래방도우미 불렀냐 않불렀냐	0
인생좆망테크 탓네 어휴	0
넌 왜이렇게 말도많고 탈도많냐	1
천박스럽다 뭘 굳이 수영복입은 몸을 공개까지저런 마인드 며느리 ㄴㄴ	0
폭력에도 양쪽말이 다 필요하냐	1
그냥 안봐도 보임좌파=돈앞에선 같은편이고 뭐고 없음	0
그냥 찐따잠바 아니냐? 저걸 유행이라고 또 입는 애들은 ㅉㅉ 개성없는 놈들	0
문재인은 코로나가 고맙겠지 ㅋㅋ	1
솔직히 대상은 풍상씨였는데...	1
응 구원파 믿는사람에게 관심없음 유진팬이었는데 실망했음	1
정말 재미있게 잘 보고 있습니다	1
부자 보거 싶다ㅜㅜ	1
솔직히 지루..	1
가짜사나이 시즌1 핫했지만 안본 사람 못본 사람 은근 많았는데 시즌2 지원영상 킹고리즘 방송덕에 더 핫해진듯ㄷㄷㄷ	1
백종원 중국집 가봤더니 맛없더라.. 좀 본인 체인점부터 신경쓰시지	0
왜 하차야 소속사가 잘못했구안 스케줄을 소속사가짜서 움직이는거아님???	1
저런말도 안되는청원에 11만이나 동의한거보면..... 무서워서 살겠나.....	1
내우상jk 음악들으며 그의인생 애기를들어서인지 뭔가 친근함 . . . 인생에대해 많이 배워요!	1
학창시절 여신으로 유명했음.	1
2만원 지원 받자고 대리점 방문해서 명의변경 하라고ㅋㅋㅋ 그리고 선불폰 사용자는 얼칼건데? 이게 전국민 통신비 지원이냐?	1
'유쾌하시네'라는 리플에 꽂혀서 ㅈㄴ 웃음 ㅋㅋ	0
그래 광고는 이렇게 하는거지 암 ㅋㅋ 대본을 끊지않고 아주 자연스러운 흐름으로 치고들어갔고 지무비식 맨인블랙 짤로 괴리감마저 없에버림	1
팬싸가면 여친한테만 써야한다고 하트 하나 안그려주고 포스트잇에 묻는말에 대답도 안하고 'ㅋㅋㅋ'로 일관하시던 분	0
응 친중 짱깨기업 ㄲㅈ	0
연예인들중에 입이 싸서 자기얘기 못한다는 사람들이 몇 있는데 그중에 지석진은 없었음...어느정도 동료의 사생활은 보호해주는 게 맞음.	1
남자집에 왜 갔냐는 한남들 논리 = 남자들은 항상 여자 강간할 마음이 있다 ㅋㅋ 한남들 수준 잘 ~~ 봤습니다.	0
김건모너도한패그나물에그밥?미우새 그만나와김흥국 김창환 다니절친너도그러부류로보여	0
손승연 실력은 소향과 동급이라고 봅니다.	1
더러운기사좀 쓰지마 퉤퉤 보는것도 엮겹네 시이 발	0
이 드라마는 전작들에 비해 노잼....	1
재미있어요~~~공포영화같음ㅋㅋ	1
음주운전 또 면죄부? 미친 방송국 놈들. 호란이야 아쉬웠겠지만 시청자는 아쉽지 않은데 왜 이러냐. 용서 안되는 범죄자를. 난 차라리 도박 마약 사범이 나은 듯. 남에게 피해주는 건 아니잖아.직접적으론. 막장으로 가면 똑같을 순 있어도	0
일하는 전공의도 의사도 아닌 조선족이였는데 의대생 사칭이 썼는지 의심	1
진짜 개극혐 직업이다 ㄹㅇ	0
대단하다 정부 차라리 3.14 까지 올리지	1
어휴 ㅋㅋㅋ 독해하나 못해서 헛소리하노 내가 직업 귀천있다고 한적있냐? 도대체 어느부분이????나역시 공부 못하면 기술배우는게 나쁘지 않다고까지했는데?ㅋㅋ일베같은 인터넷 커뮤니티나 친구들끼리 저런말 하는거면 별 문제안될지 몰라도학생들 다보고 가르치는 강사가 강의중에 저렇게 조롱한거면 생각이 짧은거맞다	0
대만 애 소식까지 알아야 하나	0
사원 4년차인데 동기중에 스쿼트 230치는 미친새끼하나 있는데지내 부서 여자과장이 술먹으면 자꾸 엉덩이랑 하벅지 만진다고 한탄하던데ㅋ 정도경영 찌르면 지가 쪽팔리고 그냥 넘어가자니 쭈글탱이가 만지는거 좆같고 스트레스받는다더라	0
이건 아니다 ㅠㅠ진짜 말이되 포르투갈까지 따라온 여자 버린다고??	1
정해인이 지금 선그은거 맞지...예진언니차인거?ㅠㅠ	1
한녀들은 걱정없음. 개빻은거 누가 데려가냐.	0
진실은 모르겠으나 암튼 대한민국 국방부 실례 0%폐쇠적 국방부	1
예원 힘내요!	1
근데 진짜 배달비 넘 아깝다 ㅆㅂ..처음부터 뜯어가는 거였음 몰라 안 받다가 어느순간 보니 서비스랍시고 처받고있네 개좆같은 새끼들2천원은 돈 아니냐? 조오오옷나 아깝다 ㅅㅂ그래서 난 되도록이면 걸어갈 수 있는 거리 아님 치킨 안 시킴 ㅎㅅㅎ	0
앞머리 좀 자르던가 ㅅㅂ	0
뭐만하면 공황장애래... 뉘집 개이름이냐	0
여자들은 왜 똥싸면서 스마트폰으로 페북을보나요?	0
그만 좀 기사 썼으면..... 알고싶지도 않아요	1
아 그 상황 너무 무섭네요 엄마는 가게에 나오면서 기절했을꺼 같고 그 상황을 본 형은 큰 트라우마로 남을꺼 같아요 어떻게 이런 소중한 목숨을 ㅠㅠ코로나로 인류가 워협받는 위기 상황인데 술먹고 운전을 할수가 있을까요? 아이의 명복을 빌며 가족의 심리 회복을 위하여 국가에서 도와줘야 될꺼 같아요	1
여자이고 기안84를 좋아하지도 않고 웹툰도 안보는데 이게 왜 비난을 받고 국민청원을 해야할일인지 모르겠다.드라마나 영화는 더 노골적인데? 창작물은 범죄가 아니다.불편하고 싫으면 안보면된다. 비난받을 이유는 없다. 너무 억지인듯	1
그만들좀 해라 ㅋㅋ개나소나 미투 ㅇㅈㄹ하넼ㅋㅋㅋ하여간 계집련들은 남자등쳐먹는거말곤 할줄아는거 없지	0
정도가 너무심함 저런새끼가 어떻게 사회생활가능한지 의문	0
어디서 교과서 들고나와서 받아적고있어ㅋㅋ	0
탈코모르노??? 이기야데스웅챠!	0
네이버 =틀딱놀이터 다음 = 좀비놀이터	0
김밥은 어느 나라 음식이노? ㅋㅋ 이 씨발년아 ㅋㅋ	0
ubd 안마 제이튠 주식 먹튀 ㅆㄹㄱ	0
더군다나 매수.매도자한테 따로받자너 강남은 두달에 1건씩만하면 재벌되겄네	1
빡대가리들에게 방법을 가르쳐주시면 ㅠㅜ	0
정상적인 연애 못해봤으니까 그런 환타지 쓰는거잖아.멍청아	0
이눔쇄키 대통령 됐다가는 임기안에 IMF온다. 베네수엘라.그리스꼴난다 일할의욕꺽여버린다.열심히 일해세금내는 다수가 일자리없고 취약한계층 먹여살리자는 공산당에 빠져있는 반동새끼	0
진짜 주제 모르고 존나 나대네 ㅋㅋ	0
낸시랑씨가 건강하게 살아가길 바래요	1
맴버들 밥먹다 채하것다ㅋ	1
아이유 따라하지마	1
ㅋ넘재미져 힐링된다	1
결국 유연석도 ㅋㅋ커피프렌즈는 적당한사기에 잘 끝났네	1
성경에 천지창조가 다 나오는데예수님 영접안하고 죽었으니지옥에서 영원한 고통만 받겠다헛된 과학이었다는걸 지옥에서느끼겠지	0
정말 장난도 아니고...난 병장때 어머니 돌아가셔서 나왔다가 연장안되서 복귀해서 하루 자고 다시 나왔다!!! 아버지 혼자계신데... 똑바로해라 진짜!!!	1
서울대부심 존나 있어서 주예지랑 생각이 별 다르지 않을 듯	0
불륜남녀 성에 미친 늙은이와 욕망을 꿈꾸는 젊은뇬의 불륜일 뿐이지	0
김정현배우님 파이팅!!! 연기정말 잘하는 배우중 한분 영화 메소드 출연했던 오승훈배우님두 연기 정말잘하는데 두분 배우님 응원합니다!!!	1
50억짜리 강남 집 하나 거래하면 집주인은 팔때 또 새로 이사갈 집에 또 한번 총 1억 가까운 복비를 낸다. 중계소가 뭐 했다고?	1
러시아인을 동양계라는 병신년은 진짜 처음 본다 ㅋㅋ	0
이제 또 조형물에 올라갔다고 어쩌고저쩌고 말 나오겠네	1
딱짱깨럽게생걌네	0
충청도 바보들이 자기 밥그릇 뺏긴거임	0
아무리 나이가 어려도 남편을 존중해주세요 애기도 태어났는데 남편한데 너 라고 하니 정말 듣기 거북하네요	1
본인들만 행복하고 좋으면 그만이지 왜들 욕하는지 이해가 안감. 사랑에 몸매나 나이차이가 꼭 받아쓰기처럼 들어가야하나?	1
그걸 즐기는 거면 할 말은 없다만~ ㅋㅋ 같은 저러는 거 이해가 안 되긴 함 ㅋㅋ	1
애미 씨발 그럼 무한도전은 10수 이상 한 애들이 해야하고정글의 법칙은 정글살다 온 애들이 해야하냐 ㅋㅋ아가리 잘털고 시청자 공감 이끌만한 이야기 잘하는 애들이 하면대지 ㅋㅋㅋ	0
그렇게 사이트가 아까우면 운영자 니들도 본인 신상까고 운영해라	1
제목뻔해 ㅜ	1
원작과 유사한 스토리라인이지만 훨씬 자극적이네요	1
사자 명예훼선으로 인터폴 수배 바랍니다..	0
어릴때 예쁜얼굴 그대로네~흥하길 바랍니다~^^	1
티아라 소연이 제일 이쁘고 매력있던대 난	1
줌마들 밤새 남편 달달 볶아제꼇겟구만 ㅋㅋ	0
내가 이래서 결혼하기가 무섭다 결혼하기전에 어떤년인지 어떻게 알 수 있겠냐 막상 그 본성이 마지막에 나올지	0
극악무도하고 잔인하기 연쇄살인마보다 더한 것을 우상숭배하는 지능탈출한 좌빨들 참으로 어이없다	0
연예인들 다들 필라테스 하나 보네 재미 있나?	1
쿨한게 답인가. . 이유가잏게찌	1
저런 단체가 정도가 더 지나치게 되면 IS...	1
잘생긴데다가 연대 정치외교.. 인재셨군요 삼가 고인의 명복을 빕니다.	1
뭔가 대단히 착각하고 자빠졌는데 병원에서 사람이 부자인지 가난뱅이인지를 안따지고 치료해주는건 복지의 개념이지 그게 자본주의와 사회주의를 나누는 척도는 되지못해.자본주의라고 돈없으면 다 죽이고 병신같이 사는 설국열차만 생각하는 병신같은 좌파마인드좀버려.	0
ㅋㅋㅋ 저런것도 정신병임. 정신과상담받으세요	0
걍 부러우면 부럽다 해라. 뭘 돈이면 다 된다고 비꼬냐? 월 300 받을라고 사장 똥꼬도 빠는 것들이ㅋㅋ	0
남한테 집안 사정이야기 하고 가족까는 것은 일베충들도 똑같지 않냐?	0
신혼일기 작가 인터뷰 한번 읽어봐라.그럼 구혜선이 얼마나 솔직한 사람이고 안재현이 말함부로 하는 사람이란거 잘 알꺼다.	1
돈 못벌더라도 용접공보다 다른 직업이 낫다는말이지돈이 장땡이면 창녀랑 결혼하지그러노	0
누군지도 모르지만 옛다 관심 !	1
애니메이션이라고 무시하면 안될 정도의 스토리와 연기...솔직히 전 무서웠어요 재밌게 봤네요 정말.. 돈 안아까워요	1
하승진은 항상 권투 10라운드까지 간 선수 얼굴을 하고있다.	0
화목한 가정 특징 : 마누라가 이쁨	1
잠바? 틀딱 ㅇㅂ	0
한국에 아파치가 36대 있음 한번에 북괴 기갑전력은 다 날아감	0
돈이 된다면 영혼도 팔어묵을 시키덜	0
넌 감성이 좌좀 스타일임. 그렇게 감정적으로 휘둘릴꺼면	0
답답하긴 한데 둘이 친해보이던데 이런 반응을 연경선수가 원하진 않을듯.. 정 불편하면 자르겠죠	1
